user_device,user_osName,user_browserName,user_lat_lng,dest_lat_lng,booked_flight,booked_hotel,booked_rental
Mobile,Android,Chrome,"-46.960389,76.171577","38.561421,-155.912094",,0.0,0.0
Tablet,iOS,Opera,"6.28368,-51.108727","46.334336,26.253868",0.0,0.0,0.0
Tablet,Linux,Firefox,"-36.537537,-107.733511","51.654851,33.599757",,0.0,0.0
Desktop,Windows,Edge,,"-22.06758,-1.807644",0.0,0.0,0.0
Desktop,Android,,"45.559863,154.033493","-64.507636,-68.180791",0.0,0.0,0.0
Tablet,macOS,,,"-85.980518,-33.757529",0.0,0.0,0.0
Desktop,Android,Safari,"-43.875014,3.540533","-73.577219,57.822731",0.0,0.0,0.0
Tablet,,Firefox,"-53.553701,97.32138","74.257751,86.643107",0.0,0.0,
Desktop,iOS,Opera,"-0.431639,13.058258","-52.662121,2.549419",,0.0,0.0
Desktop,,Opera,"64.701833,86.11827","38.154473,110.051131",0.0,0.0,0.0
Tablet,Android,Firefox,"83.927872,-34.07904","-39.057987,-8.251371",0.0,0.0,0.0
Mobile,macOS,Firefox,"-6.93815,41.521927","-71.218949,81.489553",0.0,0.0,0.0
Mobile,macOS,Opera,"-8.403759,-28.938463","-11.747101,-164.991159",0.0,1.0,0.0
Desktop,iOS,Opera,"-28.697086,119.478319","5.29575,104.900169",0.0,1.0,0.0
,Android,Safari,,"-82.001561,-34.802435",0.0,0.0,
Mobile,macOS,Edge,"-53.266404,-89.360467","-3.263982,179.837981",,0.0,0.0
Desktop,,Opera,"-28.837222,-12.467169","-50.631725,114.896307",0.0,0.0,
Mobile,iOS,Edge,"-82.093085,139.82089","-63.733933,167.040905",0.0,1.0,
Tablet,,Edge,"72.668206,58.204771","-34.793407,-127.596998",0.0,0.0,0.0
Tablet,iOS,,"-33.11049,-41.28541","-21.284146,-174.522536",0.0,,0.0
Mobile,Android,Safari,"42.12918,-76.935238","-70.403482,-1.386243",0.0,0.0,0.0
Tablet,macOS,,"19.605244,146.257588","79.312516,-19.826938",,0.0,
,Windows,Chrome,,"28.840826,74.547309",0.0,1.0,
Mobile,macOS,Firefox,"77.146162,-57.390636","-83.419169,-64.050391",0.0,0.0,0.0
,Windows,Chrome,,"89.468185,-177.477536",0.0,0.0,
Desktop,Android,Opera,"77.129135,129.092155","-5.368848,121.480875",0.0,0.0,0.0
Desktop,Android,Firefox,"44.789073,49.145554","-38.086067,178.786437",,0.0,0.0
Desktop,Linux,Firefox,"-46.586108,61.433522","-2.500495,149.039143",0.0,0.0,0.0
Mobile,Android,,"-40.240176,-21.592942","5.099301,-36.848567",0.0,0.0,0.0
Tablet,Android,,"37.745755,62.961929","37.817894,164.97792",0.0,,0.0
Mobile,Linux,Opera,,"-22.303292,131.378982",0.0,0.0,
Mobile,Windows,Opera,"-2.854358,-82.809749","28.729823,-43.70251",0.0,0.0,0.0
Tablet,Android,Opera,"-44.021794,-62.354309","-80.012585,-67.894848",0.0,0.0,0.0
Tablet,iOS,Firefox,,"59.631681,-145.745599",,0.0,
Tablet,Android,Edge,"-22.829224,144.214133","12.991836,4.262447",0.0,0.0,0.0
Mobile,Android,Chrome,"37.220521,-1.924982","29.095732,158.040654",0.0,1.0,1.0
Mobile,macOS,Firefox,"-14.168095,114.802859","45.317207,3.82351",0.0,0.0,0.0
Desktop,Android,Safari,"-58.873591,59.095413","59.464035,72.600701",0.0,0.0,0.0
Mobile,Android,Safari,"-86.217246,-177.494143","71.198475,80.765416",0.0,0.0,0.0
Tablet,iOS,Firefox,"77.721065,5.035888","45.543304,-149.759947",0.0,0.0,0.0
Mobile,Linux,Chrome,"-33.278863,106.090634","-89.312234,164.023047",0.0,0.0,0.0
Desktop,Linux,Opera,"87.269041,-167.611035","-44.634891,-120.564345",0.0,0.0,0.0
Tablet,Linux,Opera,"-83.167075,127.721539",,0.0,0.0,0.0
Desktop,macOS,Edge,"10.208664,137.787027","-81.64826,57.96852",0.0,0.0,
Mobile,Android,Firefox,"35.035754,-10.589165","12.86263,-126.971364",0.0,1.0,0.0
Mobile,Windows,Edge,"-60.957734,-39.649987","-65.619511,-132.242313",0.0,0.0,
,Windows,Safari,"51.686117,-95.789682","-43.286692,51.044174",0.0,0.0,
Desktop,iOS,Opera,"38.225969,-90.955952","-52.76024,57.627003",0.0,0.0,0.0
Tablet,macOS,,,"84.906706,130.354884",1.0,0.0,0.0
Tablet,macOS,Edge,"-8.100277,40.572916","53.654067,161.688899",0.0,0.0,0.0
Desktop,,Firefox,"11.397247,-33.672055","20.244928,96.790916",0.0,0.0,0.0
Tablet,Windows,Edge,"-23.45485,-80.856447","49.306868,170.834407",0.0,0.0,0.0
,macOS,Safari,"48.078732,101.749715","26.491772,-81.699705",0.0,0.0,0.0
Desktop,,Firefox,"-3.055041,-42.277765",,0.0,0.0,0.0
Mobile,Windows,,,"47.115556,56.359268",0.0,0.0,0.0
Desktop,macOS,Firefox,"30.105984,-69.834408","-50.534305,129.539374",0.0,0.0,0.0
Tablet,Android,Edge,,"86.640206,92.595735",0.0,0.0,0.0
Desktop,Android,Chrome,"-14.629811,-132.327818","-78.821123,45.915697",0.0,0.0,
Mobile,Android,Edge,"63.966478,51.938549","78.784518,-67.333032",0.0,0.0,0.0
Tablet,Android,Firefox,"-47.648329,126.618499","15.377579,-98.285466",0.0,0.0,0.0
Desktop,Windows,Safari,"36.862741,-20.815108","68.523542,133.19308",0.0,0.0,0.0
Mobile,,Edge,"88.17171,-58.60449","-24.398048,-54.109988",0.0,0.0,0.0
Tablet,macOS,Firefox,"-72.081078,84.045257","-89.981835,-65.718955",0.0,0.0,0.0
Mobile,iOS,Safari,"46.268827,-158.772562","50.655619,-169.69956",0.0,0.0,
Mobile,Linux,Safari,"57.495442,99.338945","-53.505917,82.896708",0.0,0.0,0.0
Tablet,Linux,Safari,"77.327347,-137.322316","26.638423,175.194879",,1.0,0.0
Mobile,Android,Firefox,"18.14572,-101.007885","-19.688674,-132.019062",,0.0,0.0
Mobile,,Safari,,"29.648243,-151.550488",0.0,,0.0
Mobile,Linux,Safari,"-9.126414,-139.364522","-68.984182,24.450844",0.0,,0.0
Tablet,Linux,Edge,"-35.367209,-154.469258","-5.044409,-85.101555",0.0,0.0,0.0
Mobile,Linux,Safari,"-1.470242,-73.194045","-3.965677,132.595182",0.0,0.0,0.0
Desktop,Linux,Chrome,"16.255539,-15.679375",,0.0,0.0,0.0
Mobile,Linux,Firefox,,"-33.958632,29.586694",0.0,0.0,0.0
Desktop,macOS,,"45.597004,47.927719","-89.484108,83.906966",0.0,,0.0
Mobile,Linux,Safari,"-84.072601,176.171602","54.440654,-136.171177",0.0,1.0,0.0
Desktop,Linux,Opera,"25.648249,-105.414917","-17.52778,-127.773746",0.0,0.0,0.0
,macOS,Edge,"61.289437,137.55626","80.784826,117.355792",0.0,1.0,0.0
Mobile,,Safari,"13.263371,138.805991","-86.38693,169.337894",0.0,0.0,0.0
Desktop,Windows,Edge,"-84.749083,160.260016","-64.471473,-149.758047",0.0,,0.0
Tablet,Windows,Edge,"-79.703349,51.260423","-84.130603,104.63756",0.0,1.0,0.0
Mobile,Linux,Chrome,"-27.738965,-165.847553","76.546954,-145.575617",0.0,0.0,0.0
Mobile,macOS,Firefox,"77.271895,-131.271243","86.996236,-66.290529",0.0,0.0,0.0
Mobile,Windows,Chrome,"63.673954,-61.075797","32.192056,175.055665",0.0,0.0,0.0
Tablet,Android,Firefox,"43.40952,-88.480516","-88.470841,16.842842",0.0,0.0,0.0
Tablet,Android,Opera,"15.018109,107.839371","28.077579,-46.309821",0.0,,0.0
Desktop,,,"11.912369,-69.641077","-70.204854,43.603271",0.0,0.0,0.0
Mobile,Linux,Edge,"-47.981568,-117.069985","-81.53979,152.437825",0.0,0.0,0.0
Desktop,Windows,Safari,"60.986254,39.939345","-6.828162,147.699146",0.0,1.0,0.0
,Linux,Opera,"1.562026,-90.150954","60.578832,-178.68909",0.0,0.0,0.0
Desktop,Windows,Firefox,"-11.924415,43.222611","-7.34067,139.608827",0.0,0.0,0.0
Desktop,iOS,Chrome,"-77.061302,-50.142623","-23.005265,-63.641212",0.0,0.0,0.0
Desktop,iOS,Opera,,"33.405373,73.818081",0.0,0.0,0.0
Mobile,Linux,Chrome,"19.128421,-72.210422","25.768815,-49.181083",,0.0,0.0
Tablet,Android,,"-82.50647,-114.18741","-78.547417,152.281448",0.0,0.0,0.0
Desktop,Linux,Chrome,"-61.188826,24.621961","-32.901295,106.429318",1.0,0.0,0.0
Tablet,Windows,Firefox,"-59.527538,-6.359632","-26.698486,-1.892053",0.0,,0.0
Desktop,Linux,Firefox,"20.615191,136.64361",,0.0,0.0,0.0
,Linux,Safari,"-45.895039,-113.071343","-30.699508,164.044102",0.0,0.0,0.0
Desktop,Windows,Safari,"-58.81431,-50.245449","-70.13932,20.102981",0.0,0.0,0.0
Desktop,Android,,"26.852619,61.870471","84.313122,-172.615679",1.0,0.0,0.0
Desktop,iOS,,"-52.026858,-132.755957","-77.545836,147.281995",0.0,0.0,0.0
Mobile,Windows,Firefox,"-9.237972,-129.171138","42.400729,16.316346",1.0,,
Desktop,Linux,Opera,"56.325734,-149.802679","6.59559,170.958917",0.0,0.0,0.0
Mobile,macOS,Chrome,,,0.0,0.0,0.0
Tablet,Linux,Opera,"55.257141,45.774603","-32.971362,-136.982792",0.0,,0.0
Tablet,Linux,Edge,"-31.972841,-34.013342","-25.699573,-46.651886",,0.0,0.0
Tablet,macOS,Safari,"31.251103,-113.173868","82.584055,-20.872597",0.0,0.0,0.0
Mobile,,Chrome,"70.25772,-6.160632","78.259099,111.613485",0.0,0.0,0.0
Desktop,macOS,Safari,"46.825109,2.410569","42.630836,-61.011545",,,0.0
Tablet,,Edge,"-8.589739,-10.938398","-13.144068,-163.95781",0.0,0.0,0.0
Tablet,Android,Firefox,"-24.637552,83.79151","-22.07754,133.346122",0.0,0.0,
,iOS,Safari,"62.30744,127.582799","50.648237,111.010864",0.0,0.0,0.0
Tablet,Android,Firefox,"-68.193771,94.092446","-50.111892,-104.386808",0.0,1.0,0.0
Tablet,Windows,Safari,"-54.008168,-175.615796","29.401552,54.456189",0.0,0.0,1.0
Desktop,Windows,Edge,,"-54.844176,79.07284",0.0,,0.0
Mobile,Linux,Safari,,"-22.292842,139.248929",0.0,0.0,0.0
Mobile,Windows,,"-74.756777,-62.653929","-24.393967,-97.213973",0.0,0.0,0.0
Tablet,,,,"-54.744121,143.351721",,0.0,0.0
Tablet,Linux,Opera,"7.472155,64.40861","64.805297,-26.687565",0.0,0.0,0.0
Mobile,Linux,Edge,"73.93137,-28.413519","-46.670207,-77.564612",0.0,0.0,0.0
Tablet,iOS,Safari,"28.066322,150.606897","-20.708663,-164.034757",0.0,1.0,0.0
Mobile,macOS,Chrome,,"-77.887311,153.88587",,0.0,0.0
Tablet,Linux,Edge,,,0.0,0.0,0.0
Tablet,iOS,Safari,"39.602008,89.429545","-3.844085,-48.607478",0.0,0.0,0.0
Mobile,,Edge,"43.79344,151.365204","-73.445438,20.910671",0.0,0.0,0.0
Desktop,,,"47.520926,127.957351","43.804569,-109.47201",0.0,0.0,0.0
Tablet,macOS,Firefox,"13.268097,51.901699","-19.951055,153.832822",0.0,0.0,0.0
Tablet,Android,Safari,"84.189505,133.308315","61.875118,107.385815",0.0,0.0,0.0
Desktop,Linux,Opera,,"-82.901761,-120.39172",0.0,0.0,0.0
Tablet,Android,Edge,"-25.466717,17.325203","-34.912622,-70.688082",0.0,0.0,0.0
Desktop,iOS,Chrome,"-80.076926,-30.17997","-66.787072,-75.798879",0.0,0.0,0.0
Desktop,Linux,Safari,"-69.858645,82.310233","-12.933989,-162.250169",0.0,0.0,0.0
Mobile,Linux,Opera,"70.617175,-117.330122",,0.0,1.0,
Desktop,,Safari,"-45.776991,128.513139","-82.631774,62.711482",0.0,0.0,0.0
Mobile,iOS,Opera,,,0.0,0.0,
Mobile,Windows,Opera,"11.317746,-101.426126","88.935002,-158.175335",0.0,0.0,0.0
Mobile,Android,Edge,"-46.205457,161.871522","-41.007638,-133.440959",0.0,0.0,0.0
Tablet,macOS,,"40.224627,-147.443585",,0.0,0.0,0.0
Tablet,macOS,Safari,,"77.300572,122.299785",0.0,0.0,
Desktop,Linux,Chrome,"-38.97623,-89.375884",,0.0,,0.0
,Android,,"-53.577361,-113.138329","-68.314466,-90.466459",0.0,0.0,0.0
Tablet,macOS,Firefox,"20.399505,146.105577","-24.49858,-161.950163",0.0,0.0,0.0
,Linux,Chrome,"-24.996266,-136.256904","57.896423,-87.955902",0.0,0.0,0.0
Desktop,Linux,Safari,"-67.626118,156.128294","-80.587845,-153.689602",0.0,0.0,0.0
Tablet,iOS,,"5.172386,-12.137216","84.508866,148.314376",0.0,0.0,0.0
Tablet,,Safari,"70.333424,2.560657","82.573529,164.414585",0.0,1.0,0.0
Tablet,Windows,Opera,"-3.492199,153.594912","53.898108,-80.651286",0.0,0.0,0.0
Tablet,iOS,,"-4.597358,-39.254013","-31.541532,-35.279382",0.0,0.0,0.0
Tablet,iOS,Firefox,"14.699184,171.803351","51.300482,153.638417",,0.0,
,Windows,Firefox,"83.489228,99.216505","-10.744162,-71.468355",0.0,0.0,0.0
Desktop,Windows,Chrome,"-0.129445,137.326215","-46.287413,-87.671122",0.0,0.0,0.0
Mobile,,Safari,"-14.511064,50.451496","-88.760838,-95.712456",0.0,0.0,0.0
,macOS,,"-57.703168,58.063553","-36.914727,99.211725",0.0,0.0,0.0
Mobile,Windows,Chrome,"-40.300935,97.831073","8.735101,-60.805065",0.0,0.0,0.0
Desktop,macOS,Edge,"-15.472771,-36.572478","17.473809,103.792989",0.0,0.0,
Desktop,Windows,Safari,"44.383977,-26.88529","19.808446,-154.713092",0.0,0.0,0.0
Mobile,Windows,Chrome,"38.523844,127.823602",,0.0,0.0,0.0
Mobile,Linux,Chrome,"-65.361846,-7.551721","-24.672023,-171.134822",0.0,0.0,0.0
Desktop,macOS,Edge,"80.084075,112.385323","43.974574,-10.668921",0.0,0.0,
,iOS,Chrome,"85.250208,129.711044","71.384701,6.365699",0.0,0.0,0.0
Mobile,iOS,Edge,"-34.160433,-115.50506","87.869814,72.250003",0.0,0.0,0.0
,macOS,Safari,"-52.102475,-101.918614",,0.0,0.0,
Tablet,macOS,,"-76.367449,146.446233","-5.083752,47.92104",0.0,0.0,0.0
Mobile,macOS,Safari,"0.458746,-143.542369","74.526733,27.108595",0.0,0.0,0.0
,macOS,Safari,,"-80.497261,70.914953",,0.0,0.0
Desktop,Linux,Opera,,"78.432406,101.220147",0.0,,0.0
Mobile,Windows,Edge,"28.358969,105.842266","52.427132,-151.46845",0.0,1.0,
Tablet,macOS,Firefox,"-44.338192,27.740977","42.729622,-168.388576",0.0,0.0,0.0
,macOS,Opera,"-89.84294,-79.780511","77.519632,149.149849",0.0,,0.0
Desktop,Windows,Opera,,,,0.0,0.0
,Windows,Edge,"-2.898846,47.165585",,0.0,,
Tablet,Windows,Opera,"-81.652256,-130.359175","10.210576,-31.619724",0.0,0.0,0.0
Mobile,Android,Opera,"77.812412,-99.679376","87.641703,139.209583",0.0,0.0,0.0
Tablet,iOS,Chrome,"46.797794,89.184598","19.863277,53.185948",,0.0,0.0
Mobile,macOS,Safari,"-32.11515,-106.517916",,0.0,0.0,0.0
,Linux,Firefox,"-46.0889,23.723628","37.353811,113.938593",0.0,0.0,0.0
Tablet,Linux,Edge,"-21.391376,-1.596471","86.017931,125.664075",0.0,0.0,0.0
Tablet,Windows,Chrome,"56.090247,0.826699","-66.716446,16.703982",0.0,0.0,0.0
Mobile,,Firefox,"89.141207,59.700169",,0.0,0.0,0.0
Mobile,iOS,Firefox,"-52.695422,-0.173238","-4.405939,155.769388",0.0,0.0,0.0
Desktop,macOS,Chrome,"56.41519,-101.411447","-43.38304,-65.777207",,,0.0
Tablet,,Edge,"41.295985,-167.958348",,0.0,0.0,
Mobile,iOS,Safari,"79.67409,58.81023","68.429917,-70.624702",0.0,0.0,0.0
Mobile,iOS,Chrome,"-60.737345,134.746092","-0.281566,51.42587",1.0,1.0,0.0
Tablet,Android,Opera,"-75.272277,-33.865573","26.361208,172.793",0.0,0.0,0.0
Mobile,Android,Firefox,"42.650881,157.466386","-83.740665,73.37374",0.0,0.0,0.0
Mobile,Linux,Opera,"-27.214152,118.984043","62.21124,31.798481",0.0,0.0,0.0
Desktop,iOS,Edge,"-54.584594,-167.360267","85.630441,-29.640217",1.0,1.0,0.0
Desktop,Windows,Safari,"-84.823023,56.941377","44.97517,67.092472",0.0,0.0,0.0
,,Safari,"-62.242685,-161.883248","-84.354664,19.004729",0.0,0.0,0.0
Tablet,iOS,Safari,"85.814555,-92.875583","-43.03459,10.349878",0.0,0.0,0.0
Tablet,Android,Opera,"-6.740193,40.70921","69.133385,46.845502",0.0,0.0,0.0
Desktop,macOS,Edge,"-63.997913,-51.41921","16.89997,62.078199",0.0,0.0,0.0
Desktop,iOS,Opera,"26.587232,50.314218",,0.0,0.0,0.0
Desktop,iOS,Firefox,"61.570316,-22.527924",,0.0,0.0,0.0
Mobile,macOS,Safari,"70.168973,65.589385","49.631914,-27.633933",0.0,0.0,0.0
,Android,Edge,"11.178935,-137.830743","-82.128614,15.533094",0.0,0.0,
Desktop,macOS,Opera,"13.446704,34.081926","13.253502,-7.560525",0.0,,0.0
,Linux,Opera,"46.584789,78.890064",,0.0,0.0,0.0
Desktop,Windows,Opera,,,0.0,0.0,0.0
Desktop,,Opera,"49.021688,-53.481506","24.791306,103.340526",0.0,0.0,0.0
Mobile,iOS,Opera,,"67.980035,-92.39745",1.0,0.0,0.0
Desktop,Linux,Firefox,"83.70338,-25.450258","59.161277,79.596973",0.0,0.0,0.0
,Android,Safari,"88.255762,-63.829831","10.993122,16.186877",0.0,1.0,
Mobile,Windows,Opera,"-78.016663,26.085449","-33.944446,14.628828",0.0,0.0,0.0
Desktop,iOS,Firefox,"66.276123,42.293455","-20.817079,139.971571",0.0,0.0,0.0
Desktop,macOS,Edge,"-88.303113,-175.740235","14.773712,-72.349254",0.0,1.0,0.0
Desktop,Windows,Edge,"40.383193,124.323478","-64.01262,69.834607",0.0,0.0,0.0
Mobile,Android,,,"29.648829,-50.380703",0.0,0.0,0.0
Mobile,iOS,Firefox,"82.996362,-14.19333","-60.808875,77.824558",,,
Desktop,Android,Firefox,"-65.553462,148.195082","-41.328956,130.323787",0.0,0.0,0.0
Tablet,Windows,Edge,"-0.86982,-56.049501","40.721322,141.261571",0.0,0.0,0.0
Desktop,iOS,Opera,"-72.46211,-15.023413","87.226613,-57.234605",0.0,,0.0
Mobile,Windows,,"48.541098,78.186364","0.73136,-34.640575",0.0,0.0,0.0
Mobile,,Opera,"-0.614223,79.032725","-76.033034,-34.210855",0.0,0.0,0.0
Mobile,iOS,Chrome,"-26.863098,84.696553","-10.116526,-117.57768",0.0,0.0,0.0
Tablet,iOS,Firefox,"-74.567852,-108.275748",,0.0,0.0,0.0
Desktop,,Opera,"67.990198,-74.284053",,0.0,0.0,0.0
Desktop,Android,,"-52.930549,-147.959068",,0.0,0.0,0.0
Mobile,Linux,Opera,,,0.0,0.0,0.0
Desktop,Android,Chrome,"-0.543517,150.913705","18.813021,-16.93697",0.0,0.0,0.0
Tablet,macOS,Chrome,"51.684182,-165.357443","-83.354276,-61.693669",0.0,0.0,
Tablet,Linux,Opera,"-36.04353,-112.448058","72.016311,145.854922",0.0,,1.0
Desktop,Android,Safari,"-77.950826,-140.889403",,0.0,0.0,0.0
Desktop,macOS,Opera,"73.465987,-68.370043","-13.392307,99.203389",0.0,,0.0
Desktop,Windows,Firefox,"-19.399702,-5.147687","68.930053,81.902728",0.0,0.0,0.0
Desktop,macOS,Safari,"44.087238,107.413371","4.55147,48.453692",0.0,0.0,0.0
Desktop,iOS,Edge,"83.471318,-104.155895","-50.446677,176.84228",0.0,0.0,0.0
Desktop,Linux,Safari,"-35.808088,-67.334143","78.456293,164.388648",0.0,0.0,0.0
Mobile,Android,Opera,"-9.853417,110.665567","-59.967631,55.001397",0.0,1.0,0.0
Mobile,Android,,"-46.897905,101.851836","28.141809,-52.165323",0.0,0.0,0.0
Mobile,iOS,Edge,"-53.272797,75.653142","65.732427,101.642898",0.0,1.0,0.0
Tablet,Linux,Chrome,"53.820238,127.362147","39.530906,-169.599611",0.0,0.0,0.0
Tablet,Linux,Opera,"1.851397,-61.662605","88.301287,78.613934",0.0,0.0,0.0
Tablet,iOS,Chrome,"49.029162,-64.470075","84.499771,-148.759266",0.0,0.0,0.0
Tablet,Linux,Chrome,"-63.34402,120.487122","34.9829,88.131709",0.0,0.0,0.0
Mobile,iOS,Firefox,"-15.976633,25.500156","-78.359076,-156.78682",0.0,1.0,0.0
Desktop,macOS,,"75.319928,-131.113216","47.207898,107.164646",0.0,0.0,0.0
Desktop,iOS,Safari,"10.293101,21.155253","73.832078,97.934608",0.0,0.0,1.0
Desktop,Android,Chrome,"65.140435,-57.14677","-46.733153,168.732755",0.0,,0.0
Tablet,Windows,Firefox,"-17.781464,6.945538","-41.897061,81.797313",0.0,0.0,0.0
Mobile,macOS,Opera,"-59.904003,-10.561898","5.287532,-135.969052",1.0,0.0,0.0
Desktop,Android,Opera,"-11.505277,-108.937989","76.883226,31.653445",,0.0,0.0
Tablet,macOS,Edge,"59.944053,-24.827846","-73.473106,-41.991882",0.0,0.0,0.0
Tablet,Android,Chrome,"-34.908136,-133.065275","47.699435,42.63125",0.0,0.0,0.0
Tablet,Linux,Safari,"-73.845397,165.681682","-49.770849,24.991363",0.0,0.0,0.0
Desktop,iOS,Edge,"89.127619,143.253138","-34.404694,9.817042",0.0,0.0,0.0
Mobile,Android,Edge,"-7.446342,110.849674","-32.76576,-1.339488",0.0,0.0,0.0
Desktop,,Firefox,"60.170796,-72.068684","61.589461,-103.673944",0.0,0.0,
Mobile,Linux,Opera,"15.485229,164.455926","-89.677985,-124.201164",0.0,0.0,0.0
Mobile,Windows,Chrome,"-39.587796,58.639095","61.534173,-30.579397",0.0,0.0,0.0
Desktop,Windows,Chrome,"29.257403,-17.038565","43.156696,-168.925849",0.0,1.0,0.0
,,Opera,,"-63.657398,24.821991",0.0,0.0,
Tablet,Linux,Firefox,"3.793846,-126.439993","39.654672,103.638891",0.0,0.0,0.0
,macOS,,"53.05448,57.987041","25.742795,92.405867",0.0,0.0,0.0
Desktop,Android,Firefox,"85.288009,-91.568452","-60.164598,56.942642",0.0,,0.0
Desktop,iOS,Safari,"-63.725716,-56.680536","-13.447362,149.354157",0.0,0.0,0.0
Mobile,Windows,Chrome,"1.753453,-106.19656","20.751245,15.000671",0.0,0.0,0.0
Mobile,macOS,Firefox,"-7.091814,51.340769",,0.0,1.0,
Tablet,Linux,Firefox,"-79.889167,92.890751","-87.970708,129.696517",0.0,,0.0
Mobile,Android,Opera,"79.148031,-83.430643","-84.746334,29.758116",0.0,0.0,0.0
Desktop,Android,Edge,"49.720027,-29.543666",,0.0,0.0,0.0
Mobile,Windows,Edge,"29.597879,87.485785","-66.830422,-135.334266",,0.0,0.0
Mobile,Windows,Edge,"-36.904743,103.463134","43.588553,-139.14143",0.0,0.0,0.0
Mobile,,Chrome,"-71.07996,175.220945",,0.0,0.0,0.0
Desktop,Android,Safari,"-29.335503,-99.431005","32.739809,-152.923504",0.0,1.0,0.0
Tablet,Android,Chrome,,"7.57063,120.397903",0.0,0.0,0.0
Mobile,Android,Opera,"15.460267,162.601307",,0.0,0.0,0.0
Desktop,Android,Firefox,"26.58211,-57.386526","-34.259967,-89.582912",0.0,0.0,0.0
Mobile,macOS,Chrome,"60.554256,-78.755385","51.08765,93.713476",0.0,0.0,
Mobile,Linux,,"-37.648677,-169.819168","-2.450844,-148.747617",,0.0,0.0
Desktop,macOS,Safari,"-44.635916,-85.883681","30.966744,32.561072",0.0,0.0,0.0
Mobile,Linux,Opera,,"-87.865701,51.272659",0.0,0.0,0.0
Desktop,macOS,Firefox,"13.801317,-102.099233","-66.171925,117.298998",1.0,0.0,0.0
Tablet,iOS,Safari,"24.616983,-132.006579","31.243862,-161.390733",0.0,0.0,
Mobile,Linux,Chrome,"77.563962,-170.600315","5.728656,109.940203",,0.0,
Desktop,Android,Chrome,"73.47562,16.992093","59.397651,-149.26241",0.0,0.0,0.0
Mobile,Linux,Safari,"37.808162,-72.596617",,1.0,0.0,0.0
Mobile,,Safari,"-58.716219,161.026095",,0.0,0.0,0.0
Mobile,iOS,Firefox,"-10.619313,-7.015356","19.591967,46.732159",0.0,0.0,0.0
Desktop,Linux,Edge,"87.422113,-59.015232","-29.182498,-165.635759",0.0,0.0,0.0
Desktop,Windows,Safari,"-71.965512,31.28912","6.746726,5.403091",0.0,,
Desktop,Android,Firefox,"9.865365,98.317572","-12.034641,-79.366625",0.0,1.0,0.0
Tablet,Linux,Safari,,"61.747843,-46.765325",0.0,0.0,
Mobile,macOS,Safari,"39.923361,-23.578894",,0.0,0.0,0.0
Desktop,Linux,Edge,"51.079102,-120.860293","24.530229,-68.704829",0.0,0.0,0.0
Mobile,Android,Firefox,"0.154155,-152.212706","-62.794655,-21.720113",,0.0,
Mobile,Windows,Chrome,"11.011415,-119.169501","-78.131703,-99.806806",0.0,1.0,0.0
Mobile,Windows,Firefox,,"83.513702,-125.821736",,0.0,0.0
Desktop,,Firefox,"5.287426,170.039061","-40.50359,-129.970693",0.0,0.0,0.0
Tablet,iOS,Firefox,"-0.285248,63.621527","74.160315,152.940982",0.0,0.0,
Tablet,Windows,Edge,,"-79.295344,143.35998",0.0,0.0,0.0
Tablet,iOS,Edge,"-71.224133,100.884467","-64.381867,-36.974844",0.0,0.0,0.0
Tablet,Android,Opera,"67.83225,-66.431567","15.533025,-13.531653",0.0,0.0,0.0
Desktop,Linux,Chrome,"68.063403,-6.250773","-65.534392,104.968804",0.0,0.0,0.0
Tablet,iOS,Edge,"12.883695,-32.046166","33.734875,158.832802",0.0,0.0,0.0
Tablet,Android,,"-4.222417,146.977523","-26.469458,-25.05814",0.0,0.0,0.0
Desktop,Android,Firefox,"80.512993,-19.487181","-27.044732,-157.32402",0.0,0.0,0.0
Desktop,Android,Firefox,"2.585065,-138.177006","-80.105464,94.077685",0.0,0.0,0.0
Mobile,macOS,Safari,"-31.388194,4.765384",,0.0,0.0,0.0
Mobile,macOS,Safari,,"86.214631,-173.643278",0.0,1.0,0.0
Tablet,iOS,Safari,"33.350982,53.985616",,0.0,0.0,0.0
Mobile,Android,Edge,"-10.347751,96.954883",,,,0.0
Desktop,iOS,Safari,"-32.485966,-11.060304","-77.97568,-123.441041",,0.0,0.0
Mobile,Windows,Chrome,"-41.37212,37.306292","-83.896368,-109.139586",0.0,1.0,
Mobile,iOS,,"-10.672734,-101.839411","-51.780281,-147.640613",0.0,,0.0
Desktop,,Opera,"-34.526708,-79.391492","4.900137,171.004146",,0.0,
Tablet,,Opera,"73.96429,7.903539",,0.0,0.0,0.0
Mobile,iOS,Firefox,,"50.939579,173.608038",0.0,0.0,0.0
Mobile,macOS,Edge,"-57.200797,157.281753","60.341598,-11.276366",,1.0,0.0
,Linux,Opera,,"-41.519572,89.240753",0.0,0.0,
Mobile,iOS,Chrome,"-59.7608,-81.743083","51.561109,-73.138216",0.0,0.0,0.0
Tablet,iOS,Firefox,"-55.049215,55.231842","-49.647114,61.958251",0.0,0.0,0.0
Desktop,iOS,Opera,"-64.662948,105.308119",,0.0,0.0,0.0
,macOS,Safari,"-44.921468,-88.028834","87.676349,-110.933627",0.0,,0.0
,iOS,Opera,"-39.398167,88.699714","-27.104659,-160.945471",0.0,1.0,0.0
Desktop,Windows,Opera,"76.358871,146.703605","-80.002855,-81.809232",0.0,0.0,
Desktop,Windows,Firefox,"-71.77424,-85.522715","11.703389,144.389804",0.0,0.0,0.0
